id;class;holiday;weekends;time
6574;0;0;1;4
6575;0;0;1;3
6576;1;0;1;2
6577;0;0;1;2
6578;0;0;1;0
6579;0;0;1;7
6580;0;0;1;7
6581;0;0;1;7
6582;0;0;1;7
6583;0;0;1;7
6584;0;0;1;6
6585;0;0;1;6
6586;1;0;1;6
6587;0;0;1;5
6588;0;0;1;4
6589;0;0;1;3
6590;0;0;1;3
6591;0;0;1;2
6592;0;0;1;0
6593;0;0;1;7
6594;0;0;1;7
6595;0;0;1;7
6596;0;0;1;6
6597;0;0;1;6
6598;0;0;1;5
6599;1;0;1;4
6600;0;0;1;3
6601;0;0;1;3
6602;0;0;1;2
6603;0;0;1;0
6604;0;0;1;7
6605;0;0;1;7
6606;1;0;1;7
6607;0;0;1;6
6608;0;0;1;6
6609;0;0;1;5
6610;0;0;1;3
6611;0;0;1;3
6612;0;0;1;2
6613;0;0;1;0
6614;0;0;0;7
6615;0;0;0;7
6616;0;0;0;6
6617;0;0;0;5
6618;0;0;0;4
6619;0;0;0;4
6620;0;0;0;3
6621;0;0;0;2
6622;0;0;0;0
6623;0;0;0;7
6624;0;0;0;7
6625;0;0;0;6
6626;1;0;0;5
6627;0;0;0;5
6628;0;0;0;4
6629;1;0;0;3
6630;0;0;0;2
6631;0;0;0;0
6632;0;0;1;7
6633;0;0;1;7
6634;0;0;1;6
6635;0;0;1;6
6636;0;0;1;5
6637;0;0;1;5
6638;0;0;1;5
6639;0;0;1;5
6640;0;0;1;4
6641;1;0;1;3
6642;0;0;1;3
6643;1;0;1;2
6644;0;0;1;0
6645;0;0;1;7
6646;0;0;1;7
6647;0;0;1;7
6648;0;0;1;6
6649;0;0;1;6
6650;1;0;1;6
6651;0;0;1;5
6652;0;0;1;4
6653;0;0;1;4
6654;0;0;1;3
6655;0;0;1;3
6656;0;0;1;2
6657;0;0;1;2
6658;0;0;1;0
6659;0;0;1;7
6660;0;0;1;7
6661;0;0;1;6
6662;1;0;1;6
6663;0;0;1;6
6664;0;0;1;5
6665;0;0;1;5
6666;0;0;1;5
6667;0;0;1;4
6668;0;0;1;4
6669;0;0;1;2
6670;0;0;1;2
6671;0;0;1;0
6672;0;0;1;7
6673;0;0;1;7
6674;1;0;1;7
6675;0;0;1;6
6676;0;0;1;6
6677;0;0;1;5
6678;0;0;1;4
6679;0;0;1;3
6680;0;0;1;2
6681;0;0;1;0
6682;0;0;1;7
6683;0;0;1;7
6684;0;0;1;6
6685;0;0;1;6
6686;0;0;1;5
6687;0;0;1;5
6688;0;0;1;4
6689;0;0;1;3
6690;0;0;1;2
6691;0;0;1;2
6692;0;0;1;0
6693;0;0;0;7
6694;0;0;0;7
6695;0;0;0;7
6696;0;0;0;6
6697;1;0;0;6
6698;0;0;0;5
6699;0;0;0;4
6700;0;0;0;3
6701;1;0;0;2
6702;0;0;0;0
6703;1;0;0;7
6704;0;0;0;7
6705;0;0;0;6
6706;0;0;0;6
6707;0;0;0;6
6708;1;0;0;5
6709;0;0;0;5
6710;0;0;0;4
6711;1;0;0;4
6712;0;0;0;3
6713;0;0;0;2
6714;0;0;0;0
6715;1;0;0;0
6716;0;0;1;7
6717;0;0;1;7
6718;0;0;1;7
6719;0;0;1;6
6720;1;0;1;6
6721;1;0;1;5
6722;1;0;1;4
6723;0;0;1;3
6724;0;0;1;2
6725;0;0;1;2
6726;0;0;1;0
6727;0;0;1;0
6728;0;0;1;0
6729;0;0;1;7
6730;0;0;1;7
6731;0;0;1;7
6732;0;0;1;7
6733;0;0;1;6
6734;0;0;1;6
6735;1;0;1;6
6736;0;0;1;6
6737;0;0;1;5
6738;0;0;1;5
6739;0;0;1;5
6740;0;0;1;4
6741;0;0;1;3
6742;0;0;1;3
6743;0;0;1;2
6744;0;0;1;0
6745;0;0;1;7
6746;0;0;1;7
6747;1;0;1;7
6748;0;0;1;6
6749;0;0;1;6
6750;0;0;1;6
6751;0;0;1;5
6752;1;0;1;4
6753;0;0;1;3
6754;0;0;1;2
6755;0;0;1;0
6756;0;0;1;0
6757;0;0;1;7
6758;0;0;1;7
6759;1;0;1;7
6760;0;0;1;7
6761;1;0;1;6
6762;0;0;1;5
6763;0;0;1;5
6764;0;0;1;4
6765;1;0;1;4
6766;0;0;1;3
6767;0;0;1;3
6768;0;0;1;2
6769;1;0;1;1
6770;1;0;1;0
6771;0;0;0;7
6772;0;0;0;7
6773;1;0;0;7
6774;0;0;0;6
6775;1;0;0;6
6776;0;0;0;5
6777;0;0;0;4
6778;0;0;0;3
6779;0;0;0;2
6780;0;0;0;0
6781;0;0;0;0
6782;1;0;0;7
6783;1;0;0;5
6784;0;0;0;4
6785;0;0;0;3
6786;0;0;0;3
6787;0;0;0;2
6788;1;0;0;0
6789;0;0;1;7
6790;0;0;1;7
6791;0;0;1;7
6792;1;0;1;6
6793;0;0;1;6
6794;1;0;1;5
6795;0;0;1;4
6796;0;0;1;4
6797;0;0;1;4
6798;0;0;1;3
6799;0;0;1;2
6800;0;0;1;2
6801;0;0;1;0
6802;0;0;1;7
6803;1;0;1;7
6804;0;0;1;6
6805;0;0;1;5
6806;0;0;1;5
6807;0;0;1;4
6808;1;0;1;3
6809;0;0;1;2
6810;0;0;1;2
6811;1;0;1;0
6812;0;0;1;7
6813;0;0;1;7
6814;0;0;1;6
6815;0;0;1;6
6816;1;0;1;6
6817;0;0;1;5
6818;0;0;1;5
6819;0;0;1;5
6820;0;0;1;4
6821;0;0;1;3
6822;0;0;1;2
6823;0;0;1;2
6824;0;0;1;0
6825;0;0;1;0
6826;0;0;1;7
6827;0;0;1;7
6828;0;0;1;7
6829;0;0;1;6
6830;1;0;1;6
6831;0;0;1;6
6832;0;0;1;5
6833;0;0;1;5
6834;0;0;1;5
6835;0;0;1;4
6836;0;0;1;3
6837;0;0;1;3
6838;0;0;1;2
6839;0;0;1;1
6840;0;0;1;7
6841;0;0;1;6
6842;0;0;1;6
6843;1;0;1;6
6844;0;0;1;5
6845;0;0;1;5
6846;1;0;1;4
6847;0;0;1;3
6848;0;0;1;2
6849;0;0;1;0
6850;0;0;0;7
6851;0;0;0;7
6852;0;0;0;6
6853;1;0;0;6
6854;0;0;0;5
6855;0;0;0;4
6856;0;0;0;3
6857;0;0;0;2
6858;0;0;0;0
6859;0;0;0;0
6860;0;0;0;0
6861;1;0;0;7
6862;1;0;0;6
6863;0;0;0;6
6864;0;0;0;5
6865;0;0;0;4
6866;1;0;0;3
6867;0;0;0;2
6868;0;0;0;0
6869;0;0;1;7
6870;1;0;1;6
6871;0;0;1;6
6872;0;0;1;6
6873;1;0;1;6
6874;0;0;1;5
6875;0;0;1;4
6876;0;0;1;3
6877;0;0;1;2
6878;0;0;1;0
6879;0;0;1;7
6880;0;0;1;7
6881;0;0;1;6
6882;1;0;1;5
6883;0;0;1;4
6884;1;0;1;3
6885;0;0;1;3
6886;0;0;1;2
6887;0;0;1;0
6888;0;0;1;7
6889;0;0;1;7
6890;0;0;1;6
6891;1;0;1;6
6892;0;0;1;5
6893;0;0;1;5
6894;0;0;1;5
6895;0;0;1;4
6896;0;0;1;4
6897;0;0;1;4
6898;0;0;1;3
6899;0;0;1;2
6900;0;0;1;2
6901;0;0;1;0
6902;0;0;1;7
6903;0;0;1;7
6904;0;0;1;6
6905;1;0;1;5
6906;0;0;1;4
6907;0;0;1;4
6908;1;0;1;4
6909;0;0;1;3
6910;0;0;1;3
6911;0;0;1;3
6912;0;0;1;2
6913;0;0;1;0
6914;0;0;1;7
6915;0;0;1;7
6916;0;0;1;6
6917;0;0;1;6
6918;1;0;1;5
6919;0;0;1;5
6920;0;0;1;5
6921;0;0;1;4
6922;1;0;1;3
6923;0;0;1;3
6924;0;0;1;2
6925;0;0;1;0
6926;0;0;0;7
6927;0;0;0;7
6928;1;0;0;6
6929;0;0;0;5
6930;1;0;0;4
6931;0;0;0;3
6932;0;0;0;2
6933;0;0;0;0
6934;0;0;0;7
6935;0;0;0;7
6936;0;0;0;7
6937;1;0;0;6
6938;0;0;0;5
6939;0;0;0;4
6940;0;0;0;3
6941;0;0;0;2
6942;0;0;0;0
6943;0;0;1;7
6944;1;0;1;7
6945;0;0;1;7
6946;0;0;1;6
6947;0;0;1;6
6948;1;0;1;6
6949;0;0;1;5
6950;0;0;1;5
6951;0;0;1;4
6952;0;0;1;4
6953;0;0;1;3
6954;0;0;1;3
6955;0;0;1;2
6956;0;0;1;0
6957;0;0;1;7
6958;0;0;1;7
6959;1;0;1;6
6960;1;0;1;6
6961;0;0;1;5
6962;0;0;1;4
6963;1;0;1;4
6964;0;0;1;3
6965;0;0;1;2
6966;0;0;1;1
6967;1;0;1;7
6968;0;0;1;7
6969;0;0;1;6
6970;1;0;1;5
6971;0;0;1;5
6972;0;0;1;5
6973;0;0;1;4
6974;0;0;1;4
6975;0;0;1;4
6976;0;0;1;3
6977;0;0;1;3
6978;1;0;1;2
6979;0;0;1;0
6980;0;0;1;7
6981;0;0;1;7
6982;0;0;1;6
6983;0;0;1;6
6984;1;0;1;5
6985;0;0;1;5
6986;0;0;1;4
6987;1;0;1;3
6988;0;0;1;3
6989;0;0;1;2
6990;1;0;1;0
6991;0;0;1;7
6992;0;0;1;7
6993;0;0;1;6
6994;0;0;1;6
6995;0;0;1;5
6996;0;0;1;5
6997;0;0;1;5
6998;0;0;1;4
6999;0;0;1;3
7000;0;0;1;3
7001;0;0;1;2
7002;0;0;1;0
7003;0;0;0;7
7004;0;0;0;7
7005;0;0;0;6
7006;0;0;0;6
7007;1;0;0;6
7008;0;0;0;5
7009;0;0;0;4
7010;0;0;0;3
7011;0;0;0;2
7012;0;0;0;0
7013;0;0;0;7
7014;0;0;0;7
7015;0;0;0;7
7016;0;0;0;6
7017;0;0;0;6
7018;0;0;0;6
7019;0;0;0;5
7020;1;0;0;4
7021;0;0;0;3
7022;0;0;0;2
7023;0;0;0;1
7024;1;0;0;0
7025;0;0;1;7
7026;0;0;1;6
7027;0;0;1;5
7028;1;0;1;5
7029;0;0;1;4
7030;0;0;1;3
7031;0;0;1;2
7032;0;0;1;2
7033;0;0;1;1
7034;0;0;1;0
7035;0;0;1;7
7036;0;0;1;7
7037;0;0;1;6
7038;1;0;1;6
7039;0;0;1;6
7040;0;0;1;5
7041;0;0;1;5
7042;0;0;1;5
7043;0;0;1;4
7044;0;0;1;4
7045;0;0;1;3
7046;0;0;1;3
7047;0;0;1;2
7048;0;0;1;0
7049;1;0;1;7
7050;0;0;1;7
7051;0;0;1;7
7052;0;0;1;6
7053;1;0;1;5
7054;0;0;1;4
7055;0;0;1;4
7056;1;0;1;4
7057;0;0;1;3
7058;0;0;1;0
7059;1;0;1;7
7060;0;0;1;7
7061;0;0;1;7
7062;0;0;1;6
7063;1;0;1;5
7064;0;0;1;4
7065;0;0;1;3
7066;0;0;1;3
7067;0;0;1;3
7068;0;0;1;2
7069;0;0;1;1
7070;0;0;1;0
7071;0;0;1;7
7072;1;0;1;7
7073;0;0;1;6
7074;1;0;1;6
7075;0;0;1;5
7076;0;0;1;5
7077;0;0;1;4
7078;0;0;1;3
7079;0;0;1;2
7080;1;0;1;2
7081;1;0;1;0
7082;1;0;0;7
7083;0;0;0;7
7084;1;0;0;6
7085;0;0;0;5
7086;0;0;0;5
7087;0;0;0;4
7088;0;0;0;3
7089;1;0;0;2
7090;0;0;0;0
7091;0;0;0;7
7092;0;0;0;6
7093;1;0;0;6
7094;0;0;0;5
7095;0;0;0;4
7096;0;0;0;3
7097;0;0;0;2
7098;0;0;0;0
7099;0;0;1;7
7100;0;0;1;7
7101;1;0;1;6
7102;1;0;1;5
7103;0;0;1;4
7104;0;0;1;3
7105;0;0;1;3
7106;0;0;1;2
7107;0;0;1;0
7108;0;0;1;7
7109;0;0;1;7
7110;0;0;1;6
7111;0;0;1;6
7112;0;0;1;5
7113;0;0;1;5
7114;0;0;1;4
7115;0;0;1;3
7116;0;0;1;2
7117;0;0;1;2
7118;0;0;1;0
7119;0;0;1;7
7120;1;0;1;7
7121;0;0;1;6
7122;1;0;1;5
7123;0;0;1;5
7124;0;0;1;4
7125;0;0;1;3
7126;0;0;1;3
7127;0;0;1;2
7128;0;0;1;0
7129;0;0;1;0
7130;1;0;1;7
7131;0;0;1;7
7132;0;0;1;6
7133;1;0;1;6
7134;0;0;1;5
7135;0;0;1;5
7136;0;0;1;4
7137;0;0;1;3
7138;0;0;1;2
7139;0;0;1;2
7140;0;0;1;1
7141;0;0;1;0
7142;0;0;1;7
7143;1;0;1;7
7144;1;0;1;6
7145;0;0;1;6
7146;0;0;1;6
7147;0;0;1;5
7148;0;0;1;4
7149;1;0;1;3
7150;0;0;1;2
7151;0;0;1;2
7152;0;0;1;0
7153;0;0;0;7
7154;0;0;0;7
7155;1;0;0;6
7156;0;0;0;5
7157;0;0;0;4
7158;0;0;0;3
7159;0;0;0;2
7160;0;0;0;0
7161;0;0;0;7
7162;0;0;0;7
7163;1;0;0;6
7164;0;0;0;5
7165;0;0;0;4
7166;0;0;0;3
7167;1;0;0;2
7168;0;0;0;0
7169;0;0;0;0
7170;0;0;1;7
7171;0;0;1;6
7172;1;0;1;6
7173;0;0;1;5
7174;0;0;1;5
7175;0;0;1;5
7176;0;0;1;4
7177;0;0;1;4
7178;0;0;1;4
7179;0;0;1;3
7180;0;0;1;2
7181;0;0;1;0
7182;0;0;1;7
7183;0;0;1;7
7184;0;0;1;7
7185;1;0;1;6
7186;1;0;1;5
7187;0;0;1;4
7188;0;0;1;3
7189;0;0;1;3
7190;1;0;1;2
7191;0;0;1;0
7192;1;0;1;7
7193;0;0;1;7
7194;1;0;1;6
7195;0;0;1;5
7196;0;0;1;5
7197;0;0;1;4
7198;0;0;1;3
7199;0;0;1;2
7200;0;0;1;2
7201;0;0;1;0
7202;0;0;1;7
7203;0;0;1;7
7204;0;0;1;6
7205;1;0;1;6
7206;0;0;1;5
7207;0;0;1;5
7208;0;0;1;4
7209;0;0;1;4
7210;0;0;1;4
7211;0;0;1;3
7212;0;0;1;2
7213;1;0;1;0
7214;0;0;1;7
7215;0;0;1;7
7216;0;0;1;7
7217;0;0;1;6
7218;0;0;1;5
7219;1;0;1;5
7220;0;0;1;3
7221;0;0;1;3
7222;0;0;1;2
7223;0;0;1;1
7224;0;0;1;0
7225;1;0;0;7
7226;0;0;0;6
7227;0;0;0;5
7228;0;0;0;5
7229;1;0;0;4
7230;0;0;0;3
7231;0;0;0;2
7232;0;0;0;7
7233;0;0;0;7
7234;1;0;0;6
7235;0;0;0;5
7236;0;0;0;4
7237;0;0;0;3
7238;0;0;0;3
7239;0;0;0;2
7240;0;0;0;0
7241;0;0;1;7
7242;0;0;1;7
7243;0;0;1;7
7244;0;0;1;6
7245;0;0;1;5
7246;1;0;1;4
7247;0;0;1;3
7248;0;0;1;3
7249;0;0;1;2
7250;0;0;1;0
7251;1;0;1;7
7252;0;0;1;7
7253;0;0;1;6
7254;0;0;1;6
7255;0;0;1;5
7256;1;0;1;4
7257;0;0;1;3
7258;0;0;1;2
7259;0;0;1;0
7260;0;0;1;0
7261;1;0;1;7
7262;0;0;1;7
7263;0;0;1;6
7264;0;0;1;5
7265;0;0;1;4
7266;0;0;1;3
7267;0;0;1;3
7268;0;0;1;2
7269;1;0;1;0
7270;1;0;1;7
7271;0;0;1;7
7272;0;0;1;6
7273;1;0;1;6
7274;0;0;1;5
7275;0;0;1;5
7276;0;0;1;4
7277;0;0;1;4
7278;0;0;1;3
7279;0;0;1;3
7280;0;0;1;2
7281;0;0;1;0
7282;0;0;1;7
7283;0;0;1;7
7284;0;0;1;6
7285;1;0;1;5
7286;0;0;1;4
7287;1;0;1;4
7288;0;0;1;3
7289;0;0;1;2
7290;0;0;1;2
7291;0;0;1;0
7292;0;0;0;7
7293;0;0;0;7
7294;0;0;0;6
7295;1;0;0;5
7296;0;0;0;5
7297;0;0;0;4
7298;0;0;0;3
7299;0;0;0;2
7300;0;0;0;0
7301;0;0;0;7
7302;0;0;0;7
7303;1;0;0;6
7304;0;0;0;5
7305;0;0;0;4
7306;0;0;0;3
7307;0;0;0;2
7308;1;0;0;0
7309;0;0;1;7
7310;0;0;1;6
7311;1;0;1;6
7312;0;0;1;4
7313;0;0;1;3
7314;0;0;1;3
7315;1;0;1;2
7316;0;0;1;0
7317;0;0;1;7
7318;0;0;1;7
7319;0;0;1;6
7320;0;0;1;6
7321;0;0;1;6
7322;1;0;1;5
7323;0;0;1;5
7324;0;0;1;5
7325;0;0;1;4
7326;0;0;1;4
7327;0;0;1;3
7328;1;0;1;2
7329;0;0;1;0
7330;0;0;1;7
7331;0;0;1;7
7332;0;0;1;6
7333;0;0;1;6
7334;0;0;1;5
7335;0;0;1;5
7336;0;0;1;4
7337;0;0;1;3
7338;0;0;1;3
7339;0;0;1;2
7340;1;0;1;0
7341;0;0;1;0
7342;0;0;1;7
7343;1;0;1;7
7344;0;0;1;6
7345;0;0;1;5
7346;0;0;1;5
7347;0;0;1;4
7348;1;0;1;4
7349;0;0;1;3
7350;0;0;1;2
7351;1;0;1;0
7352;0;0;1;7
7353;0;0;1;6
7354;1;0;1;6
7355;1;0;1;6
7356;0;0;1;5
7357;1;0;1;5
7358;0;0;1;4
7359;0;0;1;4
7360;0;0;1;3
7361;0;0;1;3
7362;0;0;1;2
7363;1;0;0;7
7364;0;0;0;7
7365;1;0;0;6
7366;0;0;0;5
7367;0;0;0;4
7368;0;0;0;3
7369;0;0;0;2
7370;0;0;0;0
7371;1;0;0;7
7372;0;0;0;7
7373;0;0;0;6
7374;1;0;0;5
7375;0;0;0;4
7376;0;0;0;4
7377;0;0;0;3
7378;0;0;0;3
7379;1;0;0;2
7380;1;0;0;0
7381;0;0;1;7
7382;0;0;1;7
7383;1;0;1;6
7384;0;0;1;5
7385;0;0;1;4
7386;1;0;1;3
7387;0;0;1;2
7388;0;0;1;0
7389;0;0;1;7
7390;0;0;1;7
7391;0;0;1;7
7392;0;0;1;6
7393;1;0;1;6
7394;0;0;1;5
7395;0;0;1;4
7396;0;0;1;4
7397;1;0;1;3
7398;0;0;1;3
7399;0;0;1;2
7400;0;0;1;1
7401;1;0;1;0
7402;0;0;1;7
7403;1;0;1;7
7404;0;0;1;6
7405;0;0;1;6
7406;1;0;1;5
7407;0;0;1;4
7408;0;0;1;4
7409;0;0;1;3
7410;0;0;1;2
7411;0;0;1;2
7412;0;0;1;0
7413;0;0;1;7
7414;0;0;1;7
7415;0;0;1;6
7416;0;0;1;6
7417;0;0;1;5
7418;0;0;1;4
7419;0;0;1;3
7420;1;0;1;3
7421;0;0;1;2
7422;1;0;1;0
7423;0;0;1;7
7424;1;0;1;6
7425;0;0;1;6
7426;0;0;1;5
7427;0;0;1;5
7428;0;0;1;4
7429;1;0;1;3
7430;0;0;1;3
7431;0;0;1;2
7432;1;0;1;0
7433;0;0;0;7
7434;0;0;0;6
7435;0;0;0;6
7436;1;0;0;5
7437;0;0;0;5
7438;0;0;0;4
7439;0;0;0;3
7440;1;0;0;0
7441;0;0;0;7
7442;0;0;0;6
7443;0;0;0;6
7444;0;0;0;5
7445;1;0;0;4
7446;0;0;0;4
7447;0;0;0;3
7448;0;0;0;2
7449;1;0;0;0
7450;0;0;1;7
7451;1;0;1;6
7452;0;0;1;6
7453;0;0;1;6
7454;0;0;1;5
7455;0;0;1;4
7456;0;0;1;3
7457;0;0;1;3
7458;0;0;1;2
7459;0;0;1;0
7460;0;0;1;0
7461;1;0;1;7
7462;0;0;1;7
7463;0;0;1;7
7464;0;0;1;6
7465;0;0;1;5
7466;0;0;1;4
7467;0;0;1;4
7468;1;0;1;3
7469;0;0;1;2
7470;1;0;1;0
7471;0;0;1;7
7472;0;0;1;7
7473;0;0;1;6
7474;0;0;1;6
7475;0;0;1;5
7476;0;0;1;5
7477;0;0;1;5
7478;0;0;1;4
7479;0;0;1;3
7480;0;0;1;3
7481;0;0;1;2
7482;1;0;1;7
7483;1;0;1;7
7484;0;0;1;6
7485;1;0;1;6
7486;0;0;1;5
7487;0;0;1;5
7488;0;0;1;4
7489;1;0;1;4
7490;0;0;1;3
7491;0;0;1;3
7492;0;0;1;2
7493;0;0;1;0
7494;0;0;1;0
7495;0;0;1;7
7496;0;0;1;6
7497;0;0;1;6
7498;1;0;1;5
7499;0;0;1;4
7500;0;0;1;4
7501;0;0;1;4
7502;0;0;1;3
7503;0;0;1;3
7504;0;0;1;2
7505;0;0;1;1
7506;0;0;1;0
7507;0;0;0;7
7508;0;0;0;6
7509;0;0;0;6
7510;0;0;0;5
7511;0;0;0;4
7512;1;0;0;4
7513;0;0;0;3
7514;0;0;0;3
7515;0;0;0;2
7516;1;0;0;0
7517;0;0;0;7
7518;0;0;0;6
7519;1;0;0;6
7520;1;0;0;5
7521;0;0;0;4
7522;0;0;0;4
7523;0;0;0;3
7524;0;0;0;3
7525;0;0;0;3
7526;0;0;0;2
7527;0;0;0;0
7528;0;0;1;7
7529;0;0;1;6
7530;0;0;1;6
7531;0;0;1;5
7532;0;0;1;4
7533;0;0;1;3
7534;0;0;1;3
7535;0;0;1;2
7536;1;0;1;0
7537;0;0;1;7
7538;0;0;1;7
7539;0;0;1;6
7540;0;0;1;6
7541;0;0;1;6
7542;0;0;1;5
7543;0;0;1;5
7544;0;0;1;4
7545;0;0;1;4
7546;0;0;1;4
7547;0;0;1;3
7548;0;0;1;3
7549;1;0;1;2
7550;0;0;1;0
7551;1;0;1;7
7552;0;0;1;6
7553;0;0;1;6
7554;0;0;1;5
7555;0;0;1;4
7556;1;0;1;4
7557;0;0;1;3
7558;0;0;1;2
7559;0;0;1;1
7560;0;0;1;7
7561;0;0;1;7
7562;0;0;1;7
7563;0;0;1;6
7564;1;0;1;6
7565;0;0;1;6
7566;1;0;1;5
7567;0;0;1;5
7568;0;0;1;5
7569;0;0;1;4
7570;0;0;1;4
7571;0;0;1;3
7572;0;0;1;3
7573;0;0;1;2
7574;1;0;1;0
7575;1;0;1;7
7576;0;0;1;7
7577;0;0;1;7
7578;0;0;1;6
7579;0;0;1;6
7580;0;0;1;6
7581;0;0;1;5
7582;0;0;1;4
7583;0;0;1;4
7584;0;0;1;3
7585;0;0;1;3
7586;0;0;1;2
7587;1;0;1;0
7588;0;0;0;7
7589;0;0;0;7
7590;0;0;0;6
7591;0;0;0;5
7592;0;0;0;4
7593;0;0;0;3
7594;0;0;0;3
7595;0;0;0;7
7596;0;0;0;6
7597;0;0;0;6
7598;0;0;0;5
7599;0;0;0;4
7600;1;0;0;3
7601;1;0;0;2
7602;0;0;0;1
7603;1;0;0;0
7604;0;0;1;7
7605;0;0;1;6
7606;0;0;1;6
7607;0;0;1;5
7608;0;0;1;5
7609;0;0;1;4
7610;0;0;1;4
7611;0;0;1;3
7612;0;0;1;3
7613;1;0;1;3
7614;0;0;1;2
7615;0;0;1;2
7616;1;0;1;0
7617;0;0;1;7
7618;1;0;1;7
7619;0;0;1;7
7620;0;0;1;6
7621;0;0;1;6
7622;0;0;1;5
7623;0;0;1;5
7624;0;0;1;5
7625;0;0;1;4
7626;0;0;1;3
7627;0;0;1;3
7628;0;0;1;2
7629;1;0;1;0
7630;0;0;1;7
7631;0;0;1;7
7632;0;0;1;6
7633;0;0;1;6
7634;0;0;1;6
7635;0;0;1;5
7636;0;0;1;4
7637;0;0;1;3
7638;0;0;1;3
7639;0;0;1;2
7640;0;0;1;2
7641;1;0;1;0
7642;0;0;1;7
7643;1;0;1;6
7644;0;0;1;6
7645;0;0;1;5
7646;1;0;1;4
7647;0;0;1;3
7648;0;0;1;3
7649;0;0;1;2
7650;1;0;1;0
7651;0;0;1;7
7652;0;0;1;7
7653;0;0;1;7
7654;0;0;1;7
7655;0;0;1;6
7656;0;0;1;6
7657;0;0;1;5
7658;0;0;1;5
7659;0;0;1;5
7660;0;0;1;4
7661;1;0;1;3
7662;0;0;1;3
7663;0;0;1;2
7664;1;0;1;0
7665;1;0;0;7
7666;0;0;0;7
7667;0;0;0;6
7668;0;0;0;5
7669;1;0;0;4
7670;0;0;0;4
7671;1;0;0;4
7672;1;0;0;3
7673;1;0;0;0
7674;0;0;0;7
7675;0;0;0;7
7676;0;0;0;6
7677;0;0;0;6
7678;0;0;0;5
7679;0;0;0;4
7680;0;0;0;3
7681;0;0;0;3
7682;0;0;0;2
7683;0;0;0;2
7684;1;0;0;0
7685;0;0;1;7
7686;0;0;1;6
7687;0;0;1;5
7688;0;0;1;5
7689;0;0;1;4
7690;0;0;1;3
7691;1;0;1;2
7692;0;0;1;0
7693;0;0;1;7
7694;0;0;1;7
7695;0;0;1;7
7696;0;0;1;7
7697;0;0;1;6
7698;0;0;1;6
7699;0;0;1;5
7700;0;0;1;5
7701;0;0;1;5
7702;0;0;1;4
7703;0;0;1;3
7704;0;0;1;3
7705;0;0;1;2
7706;0;0;1;0
7707;0;0;1;7
7708;0;0;1;7
7709;0;0;1;7
7710;0;0;1;7
7711;0;0;1;6
7712;0;0;1;6
7713;0;0;1;6
7714;0;0;1;6
7715;0;0;1;6
7716;0;0;1;5
7717;0;0;1;4
7718;0;0;1;3
7719;0;0;1;2
7720;0;0;1;2
7721;1;0;1;0
7722;0;0;1;7
7723;0;0;1;7
7724;0;0;1;6
7725;0;0;1;6
7726;0;0;1;6
7727;1;0;1;5
7728;0;0;1;4
7729;0;0;1;3
7730;0;0;1;3
7731;0;0;1;2
7732;0;0;1;0
7733;0;0;1;7
7734;0;0;1;7
7735;0;0;1;7
7736;0;0;1;7
7737;0;0;1;6
7738;1;0;1;6
7739;0;0;1;6
7740;0;0;1;5
7741;0;0;1;4
7742;0;0;1;4
7743;0;0;1;3
7744;0;0;1;2
7745;0;0;1;1
7746;0;0;1;0
7747;0;0;0;7
7748;0;0;0;7
7749;0;0;0;7
7750;0;0;0;6
7751;0;0;0;5
7752;0;0;0;5
7753;0;0;0;4
7754;0;0;0;3
7755;0;0;0;2
7756;0;0;0;2
7757;0;0;0;0
7758;1;0;0;7
7759;0;0;0;7
7760;0;0;0;6
7761;0;0;0;5
7762;1;0;0;4
7763;0;0;0;4
7764;0;0;0;3
7765;0;0;0;3
7766;0;0;0;3
7767;0;0;0;1
7768;0;0;0;0
7769;0;0;0;0
7770;1;0;1;7
7771;0;0;1;7
7772;1;0;1;6
7773;0;0;1;6
7774;0;0;1;5
7775;0;0;1;5
7776;0;0;1;4
7777;0;0;1;3
7778;0;0;1;3
7779;0;0;1;2
7780;0;0;1;1
7781;0;0;1;0
7782;0;0;1;7
7783;0;0;1;7
7784;0;0;1;6
7785;0;0;1;6
7786;0;0;1;6
7787;0;0;1;5
7788;0;0;1;5
7789;0;0;1;4
7790;0;0;1;4
7791;0;0;1;3
7792;0;0;1;2
7793;0;0;1;1
7794;0;0;1;1
7795;0;0;1;0
7796;0;0;1;7
7797;0;0;1;7
7798;0;0;1;6
7799;0;0;1;6
7800;0;0;1;6
7801;0;0;1;5
7802;0;0;1;4
7803;0;0;1;3
7804;0;0;1;3
7805;0;0;1;2
7806;0;0;1;2
7807;0;0;1;0
7808;0;0;1;7
7809;0;0;1;7
7810;0;0;1;6
7811;0;0;1;6
7812;0;0;1;6
7813;0;0;1;5
7814;0;0;1;5
7815;0;0;1;4
7816;0;0;1;4
7817;0;0;1;3
7818;0;0;1;3
7819;0;0;1;2
7820;0;0;1;0
7821;0;0;1;7
7822;0;0;1;7
7823;0;0;1;6
7824;0;0;1;6
7825;0;0;1;6
7826;0;0;1;5
7827;0;0;1;4
7828;0;0;1;4
7829;0;0;1;3
7830;0;0;1;3
7831;0;0;1;3
7832;0;0;1;2
7833;0;0;0;7
7834;0;0;0;7
7835;0;0;0;7
7836;0;0;0;6
7837;0;0;0;6
7838;0;0;0;5
7839;0;0;0;4
7840;0;0;0;3
7841;0;0;0;3
7842;0;0;0;2
7843;0;0;0;1
7844;0;0;0;0
